"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"29.03.2016","113.05","113.65","115.25","112.05","1.01M","-1.57%"
"24.03.2016","114.85","116.90","117.10","113.60","1.10M","-2.01%"
"23.03.2016","117.20","117.95","118.80","116.35","984.05K","-0.26%"
"22.03.2016","117.50","116.00","117.50","114.25","927.89K","1.29%"
"21.03.2016","116.00","115.50","118.30","115.00","1.26M","-0.43%"
"18.03.2016","116.50","115.10","117.00","114.00","2.23M","1.48%"
"17.03.2016","114.80","116.10","116.85","112.65","1.79M","0.13%"
"16.03.2016","114.65","113.35","115.65","113.15","963.06K","1.46%"
"15.03.2016","113.00","113.25","114.60","111.65","988.41K","-2.25%"
"14.03.2016","115.60","115.30","118.00","115.10","1.08M","1.67%"
"11.03.2016","113.70","111.25","114.35","110.35","1.26M","4.46%"
"10.03.2016","108.85","112.70","115.90","108.85","2.14M","-3.89%"
"09.03.2016","113.25","110.00","114.05","107.75","1.80M","0.85%"
"08.03.2016","112.30","115.70","116.40","111.25","1.65M","-4.14%"
"07.03.2016","117.15","118.60","120.00","114.25","1.60M","-3.18%"
"04.03.2016","121.00","116.10","122.40","116.00","2.08M","4.18%"
"03.03.2016","116.15","115.20","117.90","112.10","1.45M","0.39%"
"02.03.2016","115.70","114.00","116.15","113.25","1.64M","2.75%"
"01.03.2016","112.60","108.00","112.95","107.85","2.14M","4.55%"
"29.02.2016","107.70","101.80","107.70","100.90","2.01M","3.96%"
"26.02.2016","103.60","100.05","104.50","99.76","1.53M","4.65%"
"25.02.2016","99.00","100.25","100.80","97.94","1.20M","0.51%"
"24.02.2016","98.50","103.20","103.80","97.01","1.95M","-4.65%"
"23.02.2016","103.30","105.15","106.20","102.95","879.45K","-2.87%"
"22.02.2016","106.35","103.55","106.70","103.25","1.07M","4.21%"
"19.02.2016","102.05","104.75","105.15","100.80","1.67M","-3.22%"
"18.02.2016","105.45","105.45","107.45","103.05","1.30M","1.10%"
"17.02.2016","104.30","100.05","105.15","100.05","1.30M","4.14%"
"16.02.2016","100.15","103.05","103.70","98.78","1.30M","-1.57%"
"15.02.2016","101.75","98.10","102.75","97.65","1.62M","6.88%"
"12.02.2016","95.20","95.69","96.46","94.09","1.49M","1.28%"
"11.02.2016","94.00","96.70","96.85","92.70","1.75M","-3.46%"
"10.02.2016","97.37","96.19","99.15","95.36","1.80M","1.94%"
"09.02.2016","95.52","98.00","98.72","93.19","2.74M","-2.49%"
"08.02.2016","97.96","104.20","104.90","97.50","2.17M","-5.03%"
"05.02.2016","103.15","100.60","105.30","99.60","2.14M","2.13%"
"04.02.2016","101.00","102.50","102.60","98.86","1.79M","-0.39%"
"03.02.2016","101.40","102.95","103.15","100.15","1.74M","-2.31%"
"02.02.2016","103.80","106.00","106.20","103.55","1.01M","-1.98%"
"01.02.2016","105.90","107.35","107.40","104.00","1.26M","-0.94%"
"29.01.2016","106.90","110.90","111.20","105.90","1.56M","-1.61%"
"28.01.2016","108.65","111.35","112.50","108.10","1.37M","-2.86%"
"27.01.2016","111.85","112.40","113.50","110.40","979.17K","-0.40%"
"26.01.2016","112.30","108.45","112.65","107.75","1.15M","1.40%"
"25.01.2016","110.75","113.55","114.00","110.45","1.09M","-1.95%"
"22.01.2016","112.95","113.05","114.45","111.05","1.73M","2.31%"
"21.01.2016","110.40","104.65","111.00","104.05","1.90M","5.54%"
"20.01.2016","104.60","106.80","108.30","103.50","2.11M","-5.00%"
"19.01.2016","110.10","112.70","112.90","109.10","1.41M","-0.23%"
"18.01.2016","110.35","112.00","115.00","109.95","1.42M","-1.39%"
"15.01.2016","111.90","115.85","117.10","109.90","2.37M","-3.53%"
"14.01.2016","116.00","119.50","120.00","113.25","2.35M","-3.73%"
"13.01.2016","120.50","122.00","124.40","119.85","1.73M","-0.37%"
"12.01.2016","120.95","118.15","123.50","118.05","1.61M","3.33%"
"11.01.2016","117.05","116.25","121.80","115.60","1.80M","1.69%"
"08.01.2016","115.10","116.00","119.45","114.60","1.65M","0.09%"
"07.01.2016","115.00","114.50","115.25","111.50","2.42M","-3.28%"
"06.01.2016","118.90","121.95","123.70","115.90","2.00M","-2.06%"
"05.01.2016","121.40","125.00","125.90","117.60","3.02M","-3.96%"
"04.01.2016","126.40","130.00","130.10","126.05","1.84M","-5.50%"
"30.12.2015","133.75","135.45","135.45","133.55","490.48K","-1.18%"
"29.12.2015","135.35","134.40","135.40","133.10","743.82K","1.65%"
"28.12.2015","133.15","135.30","135.90","133.00","618.65K","-1.41%"
"23.12.2015","135.05","133.80","135.10","133.15","1.28M","2.23%"
"22.12.2015","132.10","133.05","134.50","131.00","1.07M","1.26%"
"21.12.2015","130.45","131.25","134.60","130.15","1.63M","0.35%"
"18.12.2015","130.00","129.65","131.85","128.65","3.31M","-0.65%"
"17.12.2015","130.85","128.05","131.95","128.00","2.15M","4.26%"
"16.12.2015","125.50","126.00","126.75","122.60","1.68M","0.08%"
"15.12.2015","125.40","124.80","127.90","124.05","1.93M","1.74%"
"14.12.2015","123.25","130.00","130.85","123.00","2.53M","-4.12%"
"11.12.2015","128.55","134.15","134.45","127.40","1.76M","-3.53%"
"10.12.2015","133.25","133.75","136.65","128.45","2.95M","1.14%"
"09.12.2015","131.75","124.50","134.25","122.30","3.72M","6.21%"
"08.12.2015","124.05","127.60","128.00","121.00","1.72M","-2.40%"
"07.12.2015","127.10","128.50","129.45","126.75","1.12M","0.16%"
"04.12.2015","126.90","127.95","130.10","126.10","1.63M","0.99%"
"03.12.2015","125.65","127.05","131.55","125.25","2.53M","-1.02%"
"02.12.2015","126.95","129.75","129.80","123.30","2.83M","-2.46%"
"01.12.2015","130.15","133.00","135.25","125.10","3.98M","-1.06%"
"30.11.2015","131.55","124.55","131.55","122.45","4.27M","6.22%"
"27.11.2015","123.85","124.50","125.10","121.05","2.16M","-0.60%"
"26.11.2015","124.60","125.45","126.55","123.35","3.52M","3.53%"
"25.11.2015","120.35","117.40","120.80","116.30","2.88M","3.84%"
"24.11.2015","115.90","112.00","117.00","111.65","4.14M","5.46%"
"23.11.2015","109.90","106.45","109.90","104.25","2.96M","1.34%"
"20.11.2015","108.45","106.00","108.80","105.65","1.88M","2.46%"
"19.11.2015","105.85","102.95","106.20","102.70","1.89M","4.39%"
"18.11.2015","101.40","98.70","102.10","98.37","1.51M","2.80%"
"17.11.2015","98.64","98.60","99.97","97.63","1.36M","1.21%"
"16.11.2015","97.46","96.05","99.01","96.02","1.38M","1.15%"
"13.11.2015","96.35","95.20","98.70","94.61","1.71M","1.01%"
"12.11.2015","95.39","96.40","96.87","94.55","1.26M","-0.81%"
"11.11.2015","96.17","95.85","97.33","95.61","1.14M","0.62%"
"10.11.2015","95.58","96.49","96.85","94.82","1.53M","-0.44%"
"09.11.2015","96.00","98.00","98.00","96.00","1.78M","-1.21%"
"06.11.2015","97.18","97.50","98.25","96.55","2.43M","-0.33%"
"05.11.2015","97.50","100.30","100.65","95.71","4.03M","-2.94%"
"04.11.2015","100.45","102.00","104.10","99.12","5.39M","-9.50%"
"03.11.2015","111.00","108.00","111.00","107.00","1.85M","-1.51%"
"02.11.2015","112.70","109.00","113.30","108.50","1.47M","3.11%"
"30.10.2015","109.30","109.10","109.70","108.00","994.95K","0.83%"
"29.10.2015","108.40","110.00","110.25","107.05","1.56M","-0.87%"
"28.10.2015","109.35","105.50","109.95","102.65","2.43M","3.99%"
"27.10.2015","105.15","107.00","107.10","104.35","918.66K","-1.73%"
"26.10.2015","107.00","108.00","108.20","106.30","792.43K","-0.65%"
"23.10.2015","107.70","105.30","108.05","104.05","1.65M","3.76%"
"22.10.2015","103.80","100.50","103.85","99.68","1.68M","3.39%"
"21.10.2015","100.40","99.38","100.75","98.03","1.35M","1.72%"
"20.10.2015","98.70","99.10","100.20","97.90","1.23M","-0.49%"
"19.10.2015","99.19","100.25","101.15","97.53","1.89M","-1.40%"
"16.10.2015","100.60","103.50","103.75","100.10","1.84M","-2.14%"
"15.10.2015","102.80","107.75","108.75","101.65","2.12M","-3.56%"
"14.10.2015","106.60","105.30","110.00","104.00","2.32M","0.28%"
"13.10.2015","106.30","108.60","108.90","103.80","1.88M","-2.07%"
